instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
7574,2011-11-17,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,3,4,2011,11,17,4,3,0,10.8,11.000600000000002,62.0,27.999299999999998,Misty/Cloudy,Winter,0.25,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,4
7575,2011-11-17,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,21,22,2011,11,17,5,3,0,7.98,3.998000000000001,71.0,22.0028,Light Rain/Snow,Winter,0.045454545454545456,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,22
7576,2011-11-17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75,2011,11,17,6,3,0,8.919999999999998,7.000999999999998,56.99999999999999,15.001299999999999,Light Rain/Snow,Winter,0.04,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,75
7577,2011-11-17,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,164,168,2011,11,17,7,3,0,7.98,5.001199999999997,61.0,19.0012,Light Rain/Snow,Winter,0.023809523809523808,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,168
7578,2011-11-17,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,343,355,2011,11,17,8,3,0,7.98,3.998000000000001,61.0,19.999499999999998,Light Rain/Snow,Winter,0.03380281690140845,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,355
7579,2011-11-17,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,184,198,2011,11,17,9,3,0,7.98,3.998000000000001,61.0,22.0028,Misty/Cloudy,Winter,0.0707070707070707,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,198
7580,2011-11-17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81,2011,11,17,10,3,0,7.98,3.998000000000001,61.0,22.0028,Misty/Cloudy,Winter,0.08641975308641975,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,81
7581,2011-11-17,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,93,97,2011,11,17,11,3,0,7.040000000000001,3.998000000000001,66.0,22.0028,Light Rain/Snow,Winter,0.041237113402061855,Morning (6-12),Winter - Light Rain/Snow,Regular Working Day,97
7582,2011-11-17,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,115,121,2011,11,17,12,3,0,7.98,3.998000000000001,53.0,19.999499999999998,Misty/Cloudy,Winter,0.049586776859504134,Morning (6-12),Winter - Misty/Cloudy,Regular Working Day,121
7583,2011-11-17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124,2011,11,17,13,3,0,7.98,3.998000000000001,49.0,30.002599999999997,Misty/Cloudy,Winter,0.12096774193548387,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,124
7584,2011-11-17,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,105,110,2011,11,17,14,3,0,7.98,3.998000000000001,49.0,26.0027,Misty/Cloudy,Winter,0.045454545454545456,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,110
7585,2011-11-17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116,2011,11,17,15,3,0,7.98,3.998000000000001,49.0,30.002599999999997,Misty/Cloudy,Winter,0.08620689655172414,Afternoon (12-18),Winter - Misty/Cloudy,Regular Working Day,116
7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195,2011,11,17,16,3,0,7.040000000000001,3.0014000000000003,39.0,27.999299999999998,Clear/Partly Cloudy,Winter,0.041025641025641026,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,195
7587,2011-11-17,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399,2011,11,17,17,3,0,7.040000000000001,3.0014000000000003,42.0,26.0027,Clear/Partly Cloudy,Winter,0.05012531328320802,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,399
7588,2011-11-17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307,2011,11,17,18,3,0,7.040000000000001,5.001199999999997,39.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.029315960912052116,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,307
7589,2011-11-17,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,210,217,2011,11,17,19,3,0,6.1,3.0014000000000003,45.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.03225806451612903,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,217
7590,2011-11-17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169,2011,11,17,20,3,0,6.1,3.0014000000000003,42.0,19.0012,Clear/Partly Cloudy,Winter,0.04142011834319527,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,169
7591,2011-11-17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116,2011,11,17,21,3,0,6.1,3.0014000000000003,42.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.02586206896551724,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,116
7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,83,84,2011,11,17,22,3,0,4.220000000000001,-0.0015999999999998238,52.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.011904761904761904,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,84
7593,2011-11-17,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58,58,2011,11,17,23,3,0,4.220000000000001,1.0015999999999998,52.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.0,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,58
7594,2011-11-18,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,28,30,2011,11,18,0,4,0,4.220000000000001,1.0015999999999998,48.0,11.0014,Clear/Partly Cloudy,Winter,0.06666666666666667,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,30
7595,2011-11-18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10,2011,11,18,1,4,0,4.220000000000001,-0.9982000000000006,44.0,22.0028,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,10
7596,2011-11-18,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10,2011,11,18,2,4,0,3.2799999999999994,-0.9982000000000006,44.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.2,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,10
7597,2011-11-18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2,2011,11,18,3,4,0,3.2799999999999994,-2.0013999999999985,41.0,19.0012,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,2
7598,2011-11-18,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5,5,2011,11,18,4,4,0,2.34,-0.9982000000000006,44.0,11.0014,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,5
7599,2011-11-18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22,2011,11,18,5,4,0,2.34,-0.9982000000000006,44.0,8.9981,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,22
7600,2011-11-18,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71,2011,11,18,6,4,0,2.34,1.0015999999999998,44.0,6.0032,Clear/Partly Cloudy,Winter,0.014084507042253521,Night (0-6),Winter - Clear/Partly Cloudy,Regular Working Day,71
7601,2011-11-18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216,2011,11,18,7,4,0,2.34,-0.9982000000000006,44.0,11.0014,Clear/Partly Cloudy,Winter,0.023148148148148147,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,216
7602,2011-11-18,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,369,375,2011,11,18,8,4,0,2.34,-0.9982000000000006,44.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.016,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,375
7603,2011-11-18,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,207,213,2011,11,18,9,4,0,4.220000000000001,1.0015999999999998,41.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.028169014084507043,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,213
7604,2011-11-18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115,2011,11,18,10,4,0,4.220000000000001,-0.0015999999999998238,41.0,19.0012,Clear/Partly Cloudy,Winter,0.08695652173913043,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,115
7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140,2011,11,18,11,4,0,6.1,3.998000000000001,36.0,8.9981,Clear/Partly Cloudy,Winter,0.12857142857142856,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,140
7606,2011-11-18,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0.0,22,143,165,2011,11,18,12,4,0,7.040000000000001,5.997799999999998,33.0,0.0,Clear/Partly Cloudy,Winter,0.13333333333333333,Morning (6-12),Winter - Clear/Partly Cloudy,Regular Working Day,165
7607,2011-11-18,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,146,177,2011,11,18,13,4,0,7.98,5.001199999999997,31.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.1751412429378531,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,177
7608,2011-11-18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154,2011,11,18,14,4,0,7.98,5.997799999999998,31.0,8.9981,Clear/Partly Cloudy,Winter,0.2012987012987013,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,154
7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178,2011,11,18,15,4,0,7.98,5.997799999999998,28.999999999999996,8.9981,Clear/Partly Cloudy,Winter,0.15168539325842698,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,178
7610,2011-11-18,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,190,209,2011,11,18,16,4,0,7.98,5.997799999999998,28.999999999999996,8.9981,Clear/Partly Cloudy,Winter,0.09090909090909091,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,209
7611,2011-11-18,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,361,378,2011,11,18,17,4,0,7.040000000000001,5.997799999999998,31.0,8.9981,Clear/Partly Cloudy,Winter,0.04497354497354497,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,378
7612,2011-11-18,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,312,328,2011,11,18,18,4,0,6.1,3.998000000000001,36.0,11.0014,Clear/Partly Cloudy,Winter,0.04878048780487805,Afternoon (12-18),Winter - Clear/Partly Cloudy,Regular Working Day,328
7613,2011-11-18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190,2011,11,18,19,4,0,5.160000000000002,1.9982000000000006,41.0,11.0014,Clear/Partly Cloudy,Winter,0.03684210526315789,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,190
7614,2011-11-18,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,129,137,2011,11,18,20,4,0,5.160000000000002,1.9982000000000006,48.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.058394160583941604,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,137
7615,2011-11-18,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,108,111,2011,11,18,21,4,0,5.160000000000002,1.9982000000000006,48.0,11.0014,Clear/Partly Cloudy,Winter,0.02702702702702703,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,111
7616,2011-11-18,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97,2011,11,18,22,4,0,4.220000000000001,1.9982000000000006,52.0,7.0015,Clear/Partly Cloudy,Winter,0.09278350515463918,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,97
7617,2011-11-18,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,54,59,2011,11,18,23,4,0,4.220000000000001,1.9982000000000006,60.0,8.9981,Clear/Partly Cloudy,Winter,0.0847457627118644,Evening (18-24),Winter - Clear/Partly Cloudy,Regular Working Day,59
7618,2011-11-19,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53,2011,11,19,0,5,1,4.220000000000001,1.0015999999999998,56.00000000000001,12.998000000000001,Clear/Partly Cloudy,Winter,0.07547169811320754,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,53
7619,2011-11-19,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35,2011,11,19,1,5,1,4.220000000000001,-0.9982000000000006,52.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.02857142857142857,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,35
7620,2011-11-19,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46,2011,11,19,2,5,1,3.2799999999999994,-0.0015999999999998238,56.00000000000001,11.0014,Clear/Partly Cloudy,Winter,0.2608695652173913,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,46
7621,2011-11-19,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15,2011,11,19,3,5,1,4.220000000000001,-0.0015999999999998238,48.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.26666666666666666,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,15
7622,2011-11-19,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,2011,11,19,4,5,1,4.220000000000001,-0.9982000000000006,48.0,22.0028,Clear/Partly Cloudy,Winter,0.5,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,8
7623,2011-11-19,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,2011,11,19,5,5,1,3.2799999999999994,-0.9982000000000006,56.00000000000001,16.997899999999998,Clear/Partly Cloudy,Winter,0.0,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,2
7624,2011-11-19,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12,2011,11,19,6,5,1,3.2799999999999994,-2.0013999999999985,60.0,22.0028,Clear/Partly Cloudy,Winter,0.16666666666666666,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,12
7625,2011-11-19,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,2011,11,19,7,5,1,3.2799999999999994,-0.9982000000000006,60.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.07317073170731707,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,41
7626,2011-11-19,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92,2011,11,19,8,5,1,4.220000000000001,-0.0015999999999998238,56.00000000000001,16.997899999999998,Clear/Partly Cloudy,Winter,0.13043478260869565,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,92
7627,2011-11-19,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142,2011,11,19,9,5,1,5.160000000000002,1.0015999999999998,52.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.08450704225352113,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,142
7628,2011-11-19,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200,2011,11,19,10,5,1,7.040000000000001,3.998000000000001,45.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.175,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,200
7629,2011-11-19,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,183,233,2011,11,19,11,5,1,8.919999999999998,9.000800000000002,40.0,0.0,Clear/Partly Cloudy,Winter,0.2145922746781116,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,233
7630,2011-11-19,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311,2011,11,19,12,5,1,10.8,11.000600000000002,35.0,19.0012,Clear/Partly Cloudy,Winter,0.2990353697749196,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,311
7631,2011-11-19,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,114,245,359,2011,11,19,13,5,1,11.739999999999998,11.997200000000003,30.0,19.0012,Clear/Partly Cloudy,Winter,0.31754874651810583,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,359
7632,2011-11-19,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,114,228,342,2011,11,19,14,5,1,11.739999999999998,11.997200000000003,32.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.3333333333333333,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,342
7633,2011-11-19,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,114,262,376,2011,11,19,15,5,1,11.739999999999998,11.997200000000003,41.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.30319148936170215,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,376
7634,2011-11-19,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287,2011,11,19,16,5,1,11.739999999999998,11.997200000000003,38.0,19.999499999999998,Clear/Partly Cloudy,Winter,0.34494773519163763,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,287
7635,2011-11-19,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232,2011,11,19,17,5,1,10.8,11.000600000000002,40.0,12.998000000000001,Clear/Partly Cloudy,Winter,0.2629310344827586,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,232
7636,2011-11-19,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208,2011,11,19,18,5,1,9.86,9.997399999999999,46.0,8.9981,Clear/Partly Cloudy,Winter,0.17307692307692307,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,208
7637,2011-11-19,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182,2011,11,19,19,5,1,7.98,5.997799999999998,71.0,8.9981,Misty/Cloudy,Winter,0.1813186813186813,Evening (18-24),Winter - Misty/Cloudy,Weekend,182
7638,2011-11-19,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163,2011,11,19,20,5,1,8.919999999999998,7.9975999999999985,56.99999999999999,7.0015,Misty/Cloudy,Winter,0.294478527607362,Evening (18-24),Winter - Misty/Cloudy,Weekend,163
7639,2011-11-19,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108,2011,11,19,21,5,1,8.919999999999998,7.000999999999998,62.0,12.998000000000001,Misty/Cloudy,Winter,0.26851851851851855,Evening (18-24),Winter - Misty/Cloudy,Weekend,108
7640,2011-11-19,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,2011,11,19,22,5,1,9.86,9.997399999999999,62.0,11.0014,Misty/Cloudy,Winter,0.24528301886792453,Evening (18-24),Winter - Misty/Cloudy,Weekend,106
7641,2011-11-19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93,2011,11,19,23,5,1,9.86,9.997399999999999,62.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.21505376344086022,Evening (18-24),Winter - Clear/Partly Cloudy,Weekend,93
7642,2011-11-20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93,2011,11,20,0,6,1,9.86,9.997399999999999,66.0,11.0014,Clear/Partly Cloudy,Winter,0.15053763440860216,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,93
7643,2011-11-20,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,73,84,2011,11,20,1,6,1,10.8,11.000600000000002,62.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.13095238095238096,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,84
7644,2011-11-20,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,2011,11,20,2,6,1,10.8,11.000600000000002,62.0,19.0012,Clear/Partly Cloudy,Winter,0.21428571428571427,Night (0-6),Winter - Clear/Partly Cloudy,Weekend,56
7645,2011-11-20,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37,2011,11,20,3,6,1,10.8,11.000600000000002,66.0,19.0012,Misty/Cloudy,Winter,0.16216216216216217,Night (0-6),Winter - Misty/Cloudy,Weekend,37
7646,2011-11-20,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,10,12,2011,11,20,4,6,1,10.8,11.000600000000002,71.0,19.0012,Misty/Cloudy,Winter,0.16666666666666666,Night (0-6),Winter - Misty/Cloudy,Weekend,12
7647,2011-11-20,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4,2011,11,20,5,6,1,11.739999999999998,11.997200000000003,67.0,19.0012,Misty/Cloudy,Winter,0.0,Night (0-6),Winter - Misty/Cloudy,Weekend,4
7648,2011-11-20,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,6,9,2011,11,20,6,6,1,11.739999999999998,11.997200000000003,67.0,16.997899999999998,Misty/Cloudy,Winter,0.3333333333333333,Night (0-6),Winter - Misty/Cloudy,Weekend,9
7649,2011-11-20,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23,2011,11,20,7,6,1,11.739999999999998,11.997200000000003,67.0,15.001299999999999,Clear/Partly Cloudy,Winter,0.17391304347826086,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,23
7650,2011-11-20,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,2011,11,20,8,6,1,11.739999999999998,11.997200000000003,71.0,19.0012,Misty/Cloudy,Winter,0.2,Morning (6-12),Winter - Misty/Cloudy,Weekend,65
7651,2011-11-20,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,2011,11,20,9,6,1,12.68,13.000399999999999,72.0,11.0014,Clear/Partly Cloudy,Winter,0.21014492753623187,Morning (6-12),Winter - Clear/Partly Cloudy,Weekend,138
7652,2011-11-20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229,2011,11,20,10,6,1,12.68,13.000399999999999,72.0,7.0015,Misty/Cloudy,Winter,0.20087336244541484,Morning (6-12),Winter - Misty/Cloudy,Weekend,229
7653,2011-11-20,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286,2011,11,20,11,6,1,15.5,15.9968,63.0,7.0015,Misty/Cloudy,Winter,0.25874125874125875,Morning (6-12),Winter - Misty/Cloudy,Weekend,286
7654,2011-11-20,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304,2011,11,20,12,6,1,15.5,15.9968,63.0,8.9981,Misty/Cloudy,Winter,0.23026315789473684,Morning (6-12),Winter - Misty/Cloudy,Weekend,304
7655,2011-11-20,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,285,369,2011,11,20,13,6,1,17.380000000000003,18.0032,60.0,12.998000000000001,Misty/Cloudy,Winter,0.22764227642276422,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,369
7656,2011-11-20,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,250,363,2011,11,20,14,6,1,16.44,17.0,63.0,16.997899999999998,Clear/Partly Cloudy,Winter,0.31129476584022037,Afternoon (12-18),Winter - Clear/Partly Cloudy,Weekend,363
7657,2011-11-20,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,242,351,2011,11,20,15,6,1,16.44,17.0,68.0,12.998000000000001,Misty/Cloudy,Winter,0.31054131054131057,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,351
7658,2011-11-20,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,225,306,2011,11,20,16,6,1,16.44,17.0,63.0,8.9981,Misty/Cloudy,Winter,0.2647058823529412,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,306
7659,2011-11-20,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,168,203,2011,11,20,17,6,1,16.44,17.0,63.0,12.998000000000001,Misty/Cloudy,Winter,0.1724137931034483,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,203
7660,2011-11-20,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,123,145,2011,11,20,18,6,1,17.380000000000003,18.0032,64.0,12.998000000000001,Misty/Cloudy,Winter,0.15172413793103448,Afternoon (12-18),Winter - Misty/Cloudy,Weekend,145
7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157,2011,11,20,19,6,1,15.5,15.9968,72.0,7.0015,Misty/Cloudy,Winter,0.10828025477707007,Evening (18-24),Winter - Misty/Cloudy,Weekend,157
7662,2011-11-20,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,2011,11,20,20,6,1,16.44,17.0,68.0,7.0015,Misty/Cloudy,Winter,0.20353982300884957,Evening (18-24),Winter - Misty/Cloudy,Weekend,113
7663,2011-11-20,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,2011,11,20,21,6,1,14.559999999999999,15.0002,77.0,6.0032,Misty/Cloudy,Winter,0.10476190476190476,Evening (18-24),Winter - Misty/Cloudy,Weekend,105
7664,2011-11-20,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,2011,11,20,22,6,1,13.620000000000001,13.997,88.0,6.0032,Light Rain/Snow,Winter,0.125,Evening (18-24),Winter - Light Rain/Snow,Weekend,40
7665,2011-11-20,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,2011,11,20,23,6,1,13.620000000000001,13.997,88.0,6.0032,Light Rain/Snow,Winter,0.10714285714285714,Evening (18-24),Winter - Light Rain/Snow,Weekend,28
7666,2011-11-21,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,13,17,2011,11,21,0,0,0,13.620000000000001,13.997,94.0,0.0,Misty/Cloudy,Winter,0.23529411764705882,Night (0-6),Winter - Misty/Cloudy,Regular Working Day,17
7667,2011-11-21,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,2011,11,21,1,0,0,13.620000000000001,13.997,94.0,12.998000000000001,Light Rain/Snow,Winter,0.3333333333333333,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,12
7668,2011-11-21,4,0,11,2,0,1,1,3,0.44,0.4394,1.0,0.194,1,2,3,2011,11,21,2,0,0,12.68,13.000399999999999,100.0,12.998000000000001,Light Rain/Snow,Winter,0.3333333333333333,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,3
7669,2011-11-21,4,0,11,3,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4,2011,11,21,3,0,0,12.68,13.000399999999999,100.0,8.9981,Light Rain/Snow,Winter,0.0,Night (0-6),Winter - Light Rain/Snow,Regular Working Day,4
